llm_name,metadata_format,processing_stage,url,domain,provider,name,metadata_field,findability,annot_missing,value_annot,value_pred,rouge,levenshtein,manual_score
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Metadata language,1,False,Dutch,N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Metadata language,1,False,Dutch,N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Metadata language,2,False,English,N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Metadata language,1,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Metadata language,2,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Metadata language,2,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Metadata language,2,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Metadata language,2,False,English,COG,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Metadata language,2,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Metadata language,1,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Metadata language,1,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Metadata language,1,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Metadata language,1,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Metadata language,2,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Metadata language,1,False,English,English,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Resource type,2,False,Dataset,Dataset,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Resource type,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Resource type,0,True,N/A,Dataset,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Resource type,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Resource type,0,True,N/A,database,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Resource type,0,True,N/A,a data product providing surface spectral reflectance,0.22222222222222224,0.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Resource type,1,False,imagery,Imagery,1.0,0.8571428571428572,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Resource type,1,False,imagery,'imagery',1.0,0.7777777777777778,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Resource type,1,False,imagery,COG,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Resource type,2,False,veg,a species distribution model for tree species,0.0,0.022222222222222254,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Resource type,2,False,Occurrence dataset,Occurrence,0.6666666666666666,0.5555555555555556,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Resource type,2,False,Occurrence dataset,Occurrence dataset,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Resource type,2,False,Occurrence dataset,Occurrence dataset,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Resource type,2,False,Occurrence dataset,Occurrence dataset,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Resource type,1,False,Dataset,Dataset,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Resource type,1,False,Dataset,Dataset,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Responsible organization metadata,1,False,Wageningen Marine Research,Wageningen Marine Research,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Responsible organization metadata,1,False,Het Pon & Telos,N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Responsible organization metadata,1,False,"Rijkswaterstaat, servicedesk-data@rws.nl",N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Responsible organization metadata,2,False,NASA,N/A,0.0,0.5,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Responsible organization metadata,2,False,Wageningen University & Research,DANS Data Station Life Sciences,0.0,0.09375,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Responsible organization metadata,0,True,N/A,LP DAAC,0.0,0.1428571428571429,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Responsible organization metadata,0,True,N/A,opengeohub,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Responsible organization metadata,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Responsible organization metadata,0,True,N/A,2022-07-01 00:00:00 UTC – 2022-08-31 00:00:00 UTC,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Responsible organization metadata,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Responsible organization metadata,1,False,Cornell Lab of Ornithology,Cornell Lab of Ornithology,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Responsible organization metadata,2,False,Netherlands Biodiversity Information Facility (NLBIF),Netherlands Biodiversity Information Facility (NLBIF),1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Responsible organization metadata,2,False,Netherlands Biodiversity Information Facility (NLBIF),University of Amsterdam / IBED,0.0,0.30188679245283023,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Responsible organization metadata,2,False,Netherlands Biodiversity Information Facility (NLBIF),Netherlands Biodiversity Information Facility (NLBIF),1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Responsible organization metadata,0,True,N/A,Zenodo,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Responsible organization metadata,0,True,N/A,Zenodo,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Spatial coverage,2,False,Wadden Sea,Trilaterale Waddenzee,0.0,0.2857142857142857,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Spatial coverage,2,False,Wadden area,Waddengebied,0.0,0.5833333333333333,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Spatial coverage,2,False,Wadden sea,Waddenzee,0.0,0.7,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Spatial coverage,2,False,Global,Global,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Spatial coverage,1,False,Netherlands,the Netherlands,0.6666666666666666,0.7333333333333334,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Spatial coverage,2,False,western United States,global,0.0,0.04761904761904767,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Spatial coverage,2,False,Europe,N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Spatial coverage,2,False,Europe,N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Spatial coverage,2,False,Europe,STAC Browser 3.3.4,0.0,0.16666666666666663,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Spatial coverage,2,False,Europe,N/A,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Spatial coverage,1,False,Worldwide,"Worldwide, Sapsucker Woods Road",0.4,0.29032258064516125,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Spatial coverage,2,False,"locations Zilkerpad, van Limburgstirum Vallei and Wolfsveld in the Amsterdam Water Supply Dunes",Amsterdam Water Supply Dunes in the Netherlands,0.4,0.26315789473684215,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Spatial coverage,2,False,the herbivore exclosure Zeeveld Noord in the Amsterdam Water Supply Dunes,Amsterdamse Waterleidingduinen,0.0,0.20547945205479456,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Spatial coverage,2,False,The area Westweg of the Amsterdam Water Supply Dunes,Area Westweg of the Amsterdam Water Supply Dunes,0.9411764705882353,0.9038461538461539,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Spatial coverage,2,False,Amsterdamse Waterleidingduinen,Amsterdamse Waterleidingduinen,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Spatial coverage,2,False,Belgium,Belgium,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Spatial reference system,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Spatial reference system,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Spatial reference system,1,False,EPSG:28992,EPSG:28992,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Spatial reference system,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Spatial reference system,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Spatial reference system,1,False,Sinusoidal,Sinusoidal,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Spatial reference system,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Spatial reference system,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Spatial reference system,0,True,N/A,STAC Browser 3.3.4,0.0,0.05555555555555558,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/veg_quercus.robur_anv.eml/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Actual probability distribution for Quercus robur (EcoDataCube),Spatial reference system,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/4fa7b334-ce0d-4e88-aaae-2e0c138d049e,gbif.org,GBIF,eBird observation dataset (GBIF),Spatial reference system,0,True,N/A,"OpenMapTiles, GBIF",0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/74196cd9-7ebc-4b20-bc27-3c2d22e31ed7,gbif.org,GBIF,Waterleidingduinen camera trap P1 (GBIF),Spatial reference system,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/f9ba3c2e-0636-4f66-a4b5-b8c138046e9e,gbif.org,GBIF,Waterleidingduinen camera trap P2 (GBIF),Spatial reference system,0,True,N/A,Not specified,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://www.gbif.org/dataset/bc0acb9a-131f-4085-93ae-a46e08564ac5,gbif.org,GBIF,Waterleidingduinen camera trap P3 (GBIF),Spatial reference system,0,True,N/A,Not explicitly mentioned,0.0,0.04166666666666663,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/11440456,zenodo.org,Zenodo,Waterleidingduinen camera trap P1-3 (Zenodo),Spatial reference system,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://zenodo.org/records/8319440,zenodo.org,Zenodo,Downscaled LUH2 land use scenarios for Belgium (Zenodo),Spatial reference system,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/api/records/A0h06_NlSEuNlium5OO3FA,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2016 (Datahuis Wadden),Spatial resolution,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/0fe7e64b-50b3-4cee-b64a-02659fc2b6c7,datahuiswadden.openearth.nl,Datahuis Wadden,Waddenbalans 2024 (Datahuis Wadden),Spatial resolution,0,True,N/A,14 gemeenten in het Waddengebied,0.0,0.0,-1
GPT4,LTER-LIFE,Post,https://datahuiswadden.openearth.nl/geonetwork/srv/eng/catalog.search#/metadata/L-mHomzGRuKAHGMkUPjY9g,datahuiswadden.openearth.nl,Datahuis Wadden,Ecotopenkaart 2017 (Datahuis Wadden),Spatial resolution,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://developers.google.com/earth-engine/datasets/catalog/NASA_HLS_HLSS30_v002,developers.google.com,Google Earth Engine,Harmonized Landsat Sentinel-2 (Google Earth Engine),Spatial resolution,2,False,30m,30-meter (m) spatial resolution,0.0,0.09677419354838712,-1
GPT4,LTER-LIFE,Post,https://lifesciences.datastations.nl/dataset.xhtml?persistentId=doi:10.17026/dans-2bd-kskz,lifesciences.datastations.nl,DANS Datastations,Dutch forest reserves database and network (DANS),Spatial resolution,0,True,N/A,N/A,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://lpdaac.usgs.gov/products/mod09a1v061/,lpdaac.usgs.gov,LP DAAC,MODIS Terra MOD09A1 Version 6.1 (LP DAAC),Spatial resolution,2,False,500 m,500 meters,0.5,0.5,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/blue_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly blue band (EcoDataCube),Spatial resolution,2,False,30-m,30-m,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/green_glad.landsat.ard2.seasconv.m.yearly/collection.json,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat yearly green band (EcoDataCube),Spatial resolution,2,False,30-m,30-m,1.0,1.0,-1
GPT4,LTER-LIFE,Post,https://stac.ecodatacube.eu/ndvi_glad.landsat.ard2.seasconv/collection.json?.language=en,ac.ecodatacube.eu,EcoDataCube,Cloud-free reconstructed Landsat bimonthly NDVI (EcoDataCube),Spatial resolution,2,False,30-m,STAC Browser 3.3.4,0.0,0.05555555555555558,-1
